file,classe,split,source,source_sha256,label_sha256,line,x1,y1,x2,y2,clipped,width,height,sha256,pixel_sha256
train/Colete/127_jpg.rf.ec5aa4e332251b58ce86000594abe2e5__obj006.png,Colete,train,train/images/127_jpg.rf.ec5aa4e332251b58ce86000594abe2e5.jpg,4b17d6308ca2b77683886b06a38ef4d140731f3a10ac46a55957b4c503fcb3ce,0e5bf5e166709359121e4e048a6011988d80e699ba57194464ee5d6df89a6832,6,319,237,476,458,False,157,221,433c98e3c230f0ac4b52d6565d85b64ad7a7281121741516874345dbb80764fa,0350d7023ca13e63e280ca4bca204bc3e90f9a19f1c894fe7e751f1b9cb6a500
train/Pessoa/127_jpg.rf.ec5aa4e332251b58ce86000594abe2e5__obj007.png,Pessoa,train,train/images/127_jpg.rf.ec5aa4e332251b58ce86000594abe2e5.jpg,4b17d6308ca2b77683886b06a38ef4d140731f3a10ac46a55957b4c503fcb3ce,0e5bf5e166709359121e4e048a6011988d80e699ba57194464ee5d6df89a6832,7,67,139,243,640,False,176,501,a8c17813ff859f6f9a6a7bb51803bfa3b38c612623b7c7dfbc8ae120abc4e8d3,27898d04f74c4a21a4744a7aa64fb54f9def97eaf2d21571c9a64372a20c8ca3
train/Pessoa/127_jpg.rf.ec5aa4e332251b58ce86000594abe2e5__obj008.png,Pessoa,train,train/images/127_jpg.rf.ec5aa4e332251b58ce86000594abe2e5.jpg,4b17d6308ca2b77683886b06a38ef4d140731f3a10ac46a55957b4c503fcb3ce,0e5bf5e166709359121e4e048a6011988d80e699ba57194464ee5d6df89a6832,8,307,144,479,640,False,172,496,d87e7b83f9fad507690fa989fb5f0578a8db842295d91b4e6ccc9f0e418131a8,0f06358fa42428dfe078c33e6ae3a2fa1d5887942bb4fba6fe0af7b702f2d482
train/Capacete/128_jpg.rf.3d9102c44099b63bfb8f5fb952d15404__obj001.png,Capacete,train,train/images/128_jpg.rf.3d9102c44099b63bfb8f5fb952d15404.jpg,15d3f8723c5d64cb366778339096e79a4ed2fb190d2ee1a4cc1813e92c2a69b3,b495bcf13b91db571c0dfc94b058823ccfa1fefdb4e2b9bb29b3fbf290f87e77,1,224,25,436,126,False,212,101,cea0b421c499399b65f26003086068c3763886762e48e45056b00787aa4b2f1a,03e9d804244908ef6865ec366fcd907c502b07aece99cdb1b1a8817e4478b21a
train/Colete/128_jpg.rf.3d9102c44099b63bfb8f5fb952d15404__obj002.png,Colete,train,train/images/128_jpg.rf.3d9102c44099b63bfb8f5fb952d15404.jpg,15d3f8723c5d64cb366778339096e79a4ed2fb190d2ee1a4cc1813e92c2a69b3,b495bcf13b91db571c0dfc94b058823ccfa1fefdb4e2b9bb29b3fbf290f87e77,2,135,174,510,498,False,375,324,672e0273396aba6e9181ac4f6210cfcdf33624cabdd875407a9b7b5287f5ab4d,ee3bf78ccb731fdfd3021bcf262f62cd7f8195eb5f4aaaa25b5b6932e5cf7c2b
train/Pessoa/128_jpg.rf.3d9102c44099b63bfb8f5fb952d15404__obj003.png,Pessoa,train,train/images/128_jpg.rf.3d9102c44099b63bfb8f5fb952d15404.jpg,15d3f8723c5d64cb366778339096e79a4ed2fb190d2ee1a4cc1813e92c2a69b3,b495bcf13b91db571c0dfc94b058823ccfa1fefdb4e2b9bb29b3fbf290f87e77,3,85,20,582,640,False,497,620,f377298de9f5b75ab1144337034152cc89dc0dc6646d12fbfaba30af904a6a06,59482b461e6516d55ea3e63ddfba8e99ab0fe553a3aacde14f48e179faaced34
train/Capacete/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc__obj001.png,Capacete,train,train/images/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc.jpg,9b9df5db0ce98e8c9e38f77c9f6c4dc605e8c2808b293697e35d80aafde9780f,4645fb8be98298370b58677cd86e969a3323c7080f3293e44fc701ea73c4aba1,1,150,293,287,482,False,137,189,70eddee222773ab4586016520544a0914b6e80cc4c1fcefece583e9a4cb4afda,c286e18c6fab863caea642ccebe041228acdb9435836e137526a12ada543a40c
train/Capacete/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc__obj002.png,Capacete,train,train/images/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc.jpg,9b9df5db0ce98e8c9e38f77c9f6c4dc605e8c2808b293697e35d80aafde9780f,4645fb8be98298370b58677cd86e969a3323c7080f3293e44fc701ea73c4aba1,2,400,311,592,493,False,192,182,78c1466e289c845ccb3ea47c2fc9a9a6a5fb6b50a1a383938010d1ca91f1d0cd,1ace8c149da54d2e49de435b9e2968c4329ae184f6aa267e6aef4a5324d185e2
train/Pessoa/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc__obj003.png,Pessoa,train,train/images/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc.jpg,9b9df5db0ce98e8c9e38f77c9f6c4dc605e8c2808b293697e35d80aafde9780f,4645fb8be98298370b58677cd86e969a3323c7080f3293e44fc701ea73c4aba1,3,0,1,214,404,False,214,403,44ec12dc28d01bd83839f9818f17d2a6c44c89ffbee02fc544181703ce1d6d77,56271ffe400b97c3a1e52f5e3103ba7fbcb8b476d9e6ec2be11165453591254a
train/Pessoa/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc__obj004.png,Pessoa,train,train/images/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc.jpg,9b9df5db0ce98e8c9e38f77c9f6c4dc605e8c2808b293697e35d80aafde9780f,4645fb8be98298370b58677cd86e969a3323c7080f3293e44fc701ea73c4aba1,4,10,297,275,640,False,265,343,31c650b520a1cbc1b3bd8ccd5a5e8d6f8b39923873bf5a6c941384badef6fb14,97ef62b265d1afec674ed7824a70b2a45dc3bf0fbc2a2a11a4b2e9a91192dbb6
train/Pessoa/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc__obj005.png,Pessoa,train,train/images/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc.jpg,9b9df5db0ce98e8c9e38f77c9f6c4dc605e8c2808b293697e35d80aafde9780f,4645fb8be98298370b58677cd86e969a3323c7080f3293e44fc701ea73c4aba1,5,276,30,557,528,False,281,498,1a0aa5d31ee958ab2f8a8d4411c66ed4c29642e70ca00e80aa195d5668297faf,7434a13a6089016cead2ac0db0fff5aae44d009caf2e1f1b09c13e1936e16066
train/Pessoa/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc__obj006.png,Pessoa,train,train/images/129_jpg.rf.03bd149dcc0eb842b0b4446017e968cc.jpg,9b9df5db0ce98e8c9e38f77c9f6c4dc605e8c2808b293697e35d80aafde9780f,4645fb8be98298370b58677cd86e969a3323c7080f3293e44fc701ea73c4aba1,6,284,326,593,640,False,309,314,2fbacd38623725f6ad2e98bb7849030e24743d736a1abacd94ee66818f289066,d99061d15176e92b77487995466554182e66c9778724e193987c291a052b9218
train/Capacete/130_jpg.rf.04b1b1fd85df3e981d640091dc2007d4__obj001.png,Capacete,train,train/images/130_jpg.rf.04b1b1fd85df3e981d640091dc2007d4.jpg,0e8bc08717252c29dab14347ffd83b11748d83558f2792b3da37d00e9a4db6cf,60a87c924aa2e7c093e9e6649d0cfd42f926dffbab9fa1de7599b06442b2d131,1,161,1,290,236,False,129,235,db75e56d54fac8dadd0f501aa22c391361d6590647a80f6bb8eba94a59f1d6b8,661c3216c89c240915fcda6bce2c7a1f42e02e848485db51434ff4d30e2a787e
train/Colete/130_jpg.rf.04b1b1fd85df3e981d640091dc2007d4__obj002.png,Colete,train,train/images/130_jpg.rf.04b1b1fd85df3e981d640091dc2007d4.jpg,0e8bc08717252c29dab14347ffd83b11748d83558f2792b3da37d00e9a4db6cf,60a87c924aa2e7c093e9e6649d0cfd42f926dffbab9fa1de7599b06442b2d131,2,103,530,312,640,False,209,110,ab9abc2d7a0a9da9d27298e56097deb3ff66e11c0da85e067da977da3d470b1b,db17068ae315a982f0cd070e35a3f9130edc93aff42996ac5ea86f8bd0f94160
train/Pessoa/130_jpg.rf.04b1b1fd85df3e981d640091dc2007d4__obj003.png,Pessoa,train,train/images/130_jpg.rf.04b1b1fd85df3e981d640091dc2007d4.jpg,0e8bc08717252c29dab14347ffd83b11748d83558f2792b3da37d00e9a4db6cf,60a87c924aa2e7c093e9e6649d0cfd42f926dffbab9fa1de7599b06442b2d131,3,99,0,336,639,False,237,639,4dadc5b61dbb93179cf5cde5d26c973511a90a8de9d1cbbe137b5a3d90614629,bb190d0eafc9074057bef2a9c5f2c8f668d9c5be08d61651167d06486ba9b2e5
train/Capacete/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4__obj001.png,Capacete,train,train/images/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4.jpg,f92de62e1c2d6d985ee628edfa53595b89a61fe7d4afd5ff46628288bbce6efc,5e37136b4b945e93f3aa1252fcefcdb1fd7aabc2cf8810d041d232fcc78177a7,1,197,158,253,228,False,56,70,0438b7c88279a95a1ffae4703566ce43cd6eb48c4220c0a8478946f1a6cb76df,f82c8110476bd5784878e1dcbd806e42f215f3f2c24461b86e599d00cfb97be9
train/Capacete/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4__obj002.png,Capacete,train,train/images/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4.jpg,f92de62e1c2d6d985ee628edfa53595b89a61fe7d4afd5ff46628288bbce6efc,5e37136b4b945e93f3aa1252fcefcdb1fd7aabc2cf8810d041d232fcc78177a7,2,475,128,540,185,False,65,57,20fa6e778cc9045dca00f9ef38ad933a83ee6b35e0200552351e9760cf66feeb,511690ac6789df49ec60578b971656138daff3de7b877be7d4311fe8bbe0c6ce
train/Pessoa/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4__obj003.png,Pessoa,train,train/images/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4.jpg,f92de62e1c2d6d985ee628edfa53595b89a61fe7d4afd5ff46628288bbce6efc,5e37136b4b945e93f3aa1252fcefcdb1fd7aabc2cf8810d041d232fcc78177a7,3,145,151,274,631,False,129,480,cad686c283f33b31ffd9e22b6fdbd363833a5cf8a7f6d1cbf3bfac9eb923ddfa,420ee47ceec6a6c16c431706f704ae3d227d51b6e0f12f7ab906286d39093c98
train/Pessoa/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4__obj004.png,Pessoa,train,train/images/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4.jpg,f92de62e1c2d6d985ee628edfa53595b89a61fe7d4afd5ff46628288bbce6efc,5e37136b4b945e93f3aa1252fcefcdb1fd7aabc2cf8810d041d232fcc78177a7,4,397,126,563,639,False,166,513,51710a552b50624e66507f97618fdb201ac9768c46525389222458f662b40a47,938d64f23050435ac352783cacbd38029711b152d3e9731775c3986d9428855d
train/Pessoa/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4__obj005.png,Pessoa,train,train/images/131_jpg.rf.cca87ef63fef3a4597f1eee5da3816d4.jpg,f92de62e1c2d6d985ee628edfa53595b89a61fe7d4afd5ff46628288bbce6efc,5e37136b4b945e93f3aa1252fcefcdb1fd7aabc2cf8810d041d232fcc78177a7,5,420,197,466,325,False,46,128,f469c046c5f4c518ebdcb6c9038250153d3693dd3abd80b6cb13e584be676b89,28ded764da2ed92c774173e876ebd3eae636487588e4d92b41041b76ce9e849d
train/Capacete/132_jpg.rf.7c059ee93d7b3764fc6ce6f83ff11670__obj001.png,Capacete,train,train/images/132_jpg.rf.7c059ee93d7b3764fc6ce6f83ff11670.jpg,4dad1f39ad2f9ec8c062dfc432c596a597b28bf99e61690e3c5b2c6584a819b5,9b513eaff236c522910cd74ba463a13452ab275cb6c349c9e7c424724c3ff3ef,1,159,57,261,136,False,102,79,a614c7acda7800429f9c7b627d1470ada6374a8e49d889d899efdfb1f9aa2250,76bcbe86fbee831bcad57cd73ef4257814e597b0c48c6c6cdf616aa9ff7d4107
train/Pessoa/132_jpg.rf.7c059ee93d7b3764fc6ce6f83ff11670__obj002.png,Pessoa,train,train/images/132_jpg.rf.7c059ee93d7b3764fc6ce6f83ff11670.jpg,4dad1f39ad2f9ec8c062dfc432c596a597b28bf99e61690e3c5b2c6584a819b5,9b513eaff236c522910cd74ba463a13452ab275cb6c349c9e7c424724c3ff3ef,2,50,61,354,586,False,304,525,56ad0dbe1a9ca968f6d41873582a5ca6543adb221867f26320fccac05e2e13de,67a015eb07b967fe4c25deb4a2c8b52c4a1fcd1a981b6c7419da1b55aee00131
train/Capacete/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63__obj001.png,Capacete,train,train/images/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63.jpg,1f555d69d5e043866afcde24bd276d66655990dcf3b2efaa4e320f353e949827,211b7e45f5e1d95f83b488d3df3b96759c12517cd60d8a831e77ebabcbf50802,1,396,145,506,272,False,110,127,2e1fa1397d9311b1c19153553b01e2340c2db22114b05d9f64665a7ddaa85cfd,cc916f941d9704e5dd7528e58f60598ea62189c14872f4d006e4668bd3019ea5
train/Colete/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63__obj002.png,Colete,train,train/images/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63.jpg,1f555d69d5e043866afcde24bd276d66655990dcf3b2efaa4e320f353e949827,211b7e45f5e1d95f83b488d3df3b96759c12517cd60d8a831e77ebabcbf50802,2,323,357,546,640,False,223,283,daa6d83c1d071daa7b36ab2cc2dc018eaea162f5a366c3f43cd9440699f2c7db,8e9d1825682d68656dc6118e2ee3d16b1fc13d3a3b9c95c8a9b938bbbd2afbca
train/Pessoa/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63__obj003.png,Pessoa,train,train/images/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63.jpg,1f555d69d5e043866afcde24bd276d66655990dcf3b2efaa4e320f353e949827,211b7e45f5e1d95f83b488d3df3b96759c12517cd60d8a831e77ebabcbf50802,3,320,144,572,640,False,252,496,8646d4b0641346a20d2d5a01219ca33b8cbea8332dbee8540873f8597d19f272,ce92f3175bb2c0288892ceaed89a00f18bc07ce672d10d27253cda5e78a666be
train/Pessoa/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63__obj004.png,Pessoa,train,train/images/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63.jpg,1f555d69d5e043866afcde24bd276d66655990dcf3b2efaa4e320f353e949827,211b7e45f5e1d95f83b488d3df3b96759c12517cd60d8a831e77ebabcbf50802,4,0,381,234,640,False,234,259,99f6c08596a4209165f58fbde3e2e2906793e1c4f8df36c8525fbc60bf01daed,dbfa69a5da699d9f22d7f57fe3de39cd6854f423a434e36aab95ec4f9de82773
train/Pessoa/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63__obj005.png,Pessoa,train,train/images/133_jpg.rf.08ba88c3097a8d6c1999554eb0adce63.jpg,1f555d69d5e043866afcde24bd276d66655990dcf3b2efaa4e320f353e949827,211b7e45f5e1d95f83b488d3df3b96759c12517cd60d8a831e77ebabcbf50802,5,84,43,308,599,False,224,556,892877a77a47da306aaca5875caca352e04fd47186afecb5fcf5cfa8f18c1d8d,ca5c29feeb7241a2cde9ba17f88f469cad039317c3019d3e6975f460da919a95
train/Capacete/134_jpg.rf.082a1c52a0ae248579fb58e672f8757d__obj001.png,Capacete,train,train/images/134_jpg.rf.082a1c52a0ae248579fb58e672f8757d.jpg,dab6dd5e9453dd0690720e60149c6c864b6c50c71f5e6ad1da2c3e728d546454,e7fce913c4b0332a3dd94253d308fb78557b3ff064b874bce7dd8876bc885961,1,249,281,327,350,False,78,69,36589744094748d55a829231be546b424f264aa89659d0a7930f94523b9e2488,e8858cbbc7d3b1e4a6a8d8f84a6c62d1c2876a555206b44e7fe71035a69cd911
train/Pessoa/134_jpg.rf.082a1c52a0ae248579fb58e672f8757d__obj002.png,Pessoa,train,train/images/134_jpg.rf.082a1c52a0ae248579fb58e672f8757d.jpg,dab6dd5e9453dd0690720e60149c6c864b6c50c71f5e6ad1da2c3e728d546454,e7fce913c4b0332a3dd94253d308fb78557b3ff064b874bce7dd8876bc885961,2,233,272,581,640,False,348,368,6f8d65fd7afc952e925e40ba85b6943ab0bfb84e9747fca07c93a7d1dc87e76b,0651c4b4946cf8550c61968e5f57ccf266ae22e543d0f8327e991854e1872761
train/Colete/13_jpg.rf.fc5a827f5fcb104fddbb65f18ce61be6__obj001.png,Colete,train,train/images/13_jpg.rf.fc5a827f5fcb104fddbb65f18ce61be6.jpg,9ea1fa14107ce923cbcd3d5a2fe53f4e1a538ae122e373bb31fad1fbdfd1f0a9,4f761e066f9865e3e713087659a1a45575c4889ecb90a6da0c657da450da5c73,1,151,224,338,640,False,187,416,21f5dbd5b20953dce860ea75a2985752052cb116da9dd945569e456b320f282e,e697d9cb435caa248f12dd514d3c7516df24608c7b9897c8debdee712d97fc3b
train/Pessoa/13_jpg.rf.fc5a827f5fcb104fddbb65f18ce61be6__obj002.png,Pessoa,train,train/images/13_jpg.rf.fc5a827f5fcb104fddbb65f18ce61be6.jpg,9ea1fa14107ce923cbcd3d5a2fe53f4e1a538ae122e373bb31fad1fbdfd1f0a9,4f761e066f9865e3e713087659a1a45575c4889ecb90a6da0c657da450da5c73,2,85,27,386,640,False,301,613,9430b97c8156106071b2db1a875df745d4e9dbfa7c1d3ccc0ad6f0e679f099a1,1cc5057b5e13d67b3aef1ccd0ce98bd9fad3694e202a58a996bda812cc84bba5
train/Pessoa/13_jpg.rf.fc5a827f5fcb104fddbb65f18ce61be6__obj003.png,Pessoa,train,train/images/13_jpg.rf.fc5a827f5fcb104fddbb65f18ce61be6.jpg,9ea1fa14107ce923cbcd3d5a2fe53f4e1a538ae122e373bb31fad1fbdfd1f0a9,4f761e066f9865e3e713087659a1a45575c4889ecb90a6da0c657da450da5c73,3,315,196,555,640,False,240,444,de4e85023e02bda1a7908ff52f1a59077cf0d20319ede15fdef691b6c5d62b20,85e3176179c4b42dd3f77d1ad709c250aa875176bd7a573b91ecaec311ee67cb
train/Colete/13_jpg.rf.fc5a827f5fcb104fddbb65f18ce61be6__obj004.png,Colete,train,train/images/13_jpg.rf.fc5a827f5fcb104fddbb65f18ce61be6.jpg,9ea1fa14107ce923cbcd3d5a2fe53f4e1a538ae122e373bb31fad1fbdfd1f0a9,4f761e066f9865e3e713087659a1a45575c4889ecb90a6da0c657da450da5c73,4,345,337,500,640,False,155,303,637eab9f3dcdac2621803491dbd6d1f18f8f462d081a918c6a53acfe02719f6b,60d72b38bda767305877aba13ea228514e07f18cc304abecb868cf344afa0bf8
train/Colete/14_jpg.rf.ba4de68701331ae99e56e5e9fa1806ff__obj001.png,Colete,train,train/images/14_jpg.rf.ba4de68701331ae99e56e5e9fa1806ff.jpg,0124edf8759c40663cfb2fb8be3c016bbbdcbcc0fe90378f892714390b49e552,32e1ec36de87672d40e9d14c64c0ce360452f46d137309f7c8077c61620bf683,1,0,277,233,640,False,233,363,0b019f48648ace51567caf38ade22d8594a64c103678315bffd31dec11c31e57,afa857a98509e92c11cc9a6f55cefdd85c53e4d062c1588e0b0e6844ba41e60d
train/Pessoa/14_jpg.rf.ba4de68701331ae99e56e5e9fa1806ff__obj002.png,Pessoa,train,train/images/14_jpg.rf.ba4de68701331ae99e56e5e9fa1806ff.jpg,0124edf8759c40663cfb2fb8be3c016bbbdcbcc0fe90378f892714390b49e552,32e1ec36de87672d40e9d14c64c0ce360452f46d137309f7c8077c61620bf683,2,1,2,230,640,False,229,638,416ba5a06009a731ce88d0f5dfda1f76b959898a9775d13ac701384715b22e34,482fa5c2eb5c781498ea0b45ea8a7b1632ddda5d3b9f7135e70293e7b96f5c26
train/Pessoa/14_jpg.rf.ba4de68701331ae99e56e5e9fa1806ff__obj003.png,Pessoa,train,train/images/14_jpg.rf.ba4de68701331ae99e56e5e9fa1806ff.jpg,0124edf8759c40663cfb2fb8be3c016bbbdcbcc0fe90378f892714390b49e552,32e1ec36de87672d40e9d14c64c0ce360452f46d137309f7c8077c61620bf683,3,204,47,481,510,False,277,463,cddaefe289462e6b2c06c50bf63a353f1e7af9c9be8378b27a80546a5b9820de,8527d60815217912adab10a5d4daf7831f2a6711219a3e0d435b533c45c94243
train/Colete/15_jpg.rf.d6e3423f14d5d870e57b06d24820fa92__obj001.png,Colete,train,train/images/15_jpg.rf.d6e3423f14d5d870e57b06d24820fa92.jpg,1f7599c94eb3e48c9fd489e9996b5a3953ea77093b8964054696a36beb9df427,7b63c5eef9e453f3875578e542a27e7abf7e3a093774fa1709eebdfbc0e1ff60,1,224,100,455,565,False,231,465,cf1af859ac885d517c6e59d9bc9b431af8db48c8be259ff176192ab61e131cad,e9e017285aa84b67e24974b378002857d7dc355170d6a67c4fb4a921503f5f16
train/Capacete/16_jpg.rf.82a329948b7dbcad5d550fb39b0c26c8__obj001.png,Capacete,train,train/images/16_jpg.rf.82a329948b7dbcad5d550fb39b0c26c8.jpg,e23778eb70ebe31e8af338dfb90b69ad50505eee14bfa400ede7d9681f0059c2,f9205d8dff0646bf6f7de3ae9cf71ce35f01d0498dd6a47afc51124f5ef433d7,1,179,15,327,186,False,148,171,763f0b503a75ece6f9a6e36a80fb344a8ed5f12838360fd962cac77e0873e76d,be6b514fa29be674d376a3e782f863c215a543b8ed73b1bf24617bcbb1e498c6
train/Colete/16_jpg.rf.82a329948b7dbcad5d550fb39b0c26c8__obj002.png,Colete,train,train/images/16_jpg.rf.82a329948b7dbcad5d550fb39b0c26c8.jpg,e23778eb70ebe31e8af338dfb90b69ad50505eee14bfa400ede7d9681f0059c2,f9205d8dff0646bf6f7de3ae9cf71ce35f01d0498dd6a47afc51124f5ef433d7,2,101,267,359,640,False,258,373,1231a7e2b723c42e001962afc0916edd04d3a78c94fb26ce0412fe242757a232,6af9725a3b2bef5d657a60c47465472fa9e236ac9a3431554559a253d962a0f5
train/Pessoa/16_jpg.rf.82a329948b7dbcad5d550fb39b0c26c8__obj003.png,Pessoa,train,train/images/16_jpg.rf.82a329948b7dbcad5d550fb39b0c26c8.jpg,e23778eb70ebe31e8af338dfb90b69ad50505eee14bfa400ede7d9681f0059c2,f9205d8dff0646bf6f7de3ae9cf71ce35f01d0498dd6a47afc51124f5ef433d7,3,85,17,380,640,False,295,623,336de07db7f5fed4b234f734127ac6fdf6a2ee34bf2164cc07d0a294be77dead,c051b454ffe2e5b7ac3911707271e488168e980c6b16301588ae1d2318e4079c
train/Capacete/18_jpg.rf.64e961f0b2c6a75f4a568b1324fb9284__obj001.png,Capacete,train,train/images/18_jpg.rf.64e961f0b2c6a75f4a568b1324fb9284.jpg,703796ed112324634801aa44201ca5da2e8e2dc5ea1d57a231465127fd7bc4b5,5867a21e01c14239267f7b0b4e788b78b5b2b5aaf4a6b798991d056a4d4640e5,1,402,261,640,548,False,238,287,4c084c5075188aef8f13412651a75f7f54043a66b61624bcf3a426e0d3ad7698,8b3b8193c090a15a4ecc7f9276576f3ab5ce90706a3b4cf52b37c0e2b9c6f794
train/Colete/18_jpg.rf.64e961f0b2c6a75f4a568b1324fb9284__obj002.png,Colete,train,train/images/18_jpg.rf.64e961f0b2c6a75f4a568b1324fb9284.jpg,703796ed112324634801aa44201ca5da2e8e2dc5ea1d57a231465127fd7bc4b5,5867a21e01c14239267f7b0b4e788b78b5b2b5aaf4a6b798991d056a4d4640e5,2,260,177,640,640,False,380,463,87f7f2965c13a6c72dad484d5c3040ad01d2fb989d45cdbcdc77c425c15f15b4,5ec238b445815f476c7accc60fec77c8410f13f3ca983c5f94a70bc3dec164a5
train/Pessoa/18_jpg.rf.64e961f0b2c6a75f4a568b1324fb9284__obj003.png,Pessoa,train,train/images/18_jpg.rf.64e961f0b2c6a75f4a568b1324fb9284.jpg,703796ed112324634801aa44201ca5da2e8e2dc5ea1d57a231465127fd7bc4b5,5867a21e01c14239267f7b0b4e788b78b5b2b5aaf4a6b798991d056a4d4640e5,3,172,0,640,640,False,468,640,a3f4208708aceaeda445f45e56b7dfeaf5741711aca88746b7e8f432fcb21a29,ee501ca1498958b7965710f1ef666b2be280db631e15e2896700eb09ac148eba
train/Capacete/1_jpg.rf.22f6125b23d5f2061c9cacc60b2d2e9f__obj001.png,Capacete,train,train/images/1_jpg.rf.22f6125b23d5f2061c9cacc60b2d2e9f.jpg,1cfdbc6bf128f38df0adae8f6434d6d80e3e95a37cb05210993ef91e191a0836,c60c64260a6e5f4e5c3c535c4ed12f7ee8c52e2d36e0307befd58c465e451480,1,0,0,258,192,False,258,192,a120d3231a759d44caa87da6a5e39e22ff8e59983751bea977347acda25205ac,8a12cfc81eb656d2cebf7c15434fe83210a290b34375b725b761c53fcded72f4
train/Pessoa/1_jpg.rf.22f6125b23d5f2061c9cacc60b2d2e9f__obj002.png,Pessoa,train,train/images/1_jpg.rf.22f6125b23d5f2061c9cacc60b2d2e9f.jpg,1cfdbc6bf128f38df0adae8f6434d6d80e3e95a37cb05210993ef91e191a0836,c60c64260a6e5f4e5c3c535c4ed12f7ee8c52e2d36e0307befd58c465e451480,2,0,0,422,639,False,422,639,51995bd5e69e73ba5aa769cdb34a8126b045cdb1bfa7a201591ef8d923c6ce04,88c56f702b1d04848fffab595036cedea7e886b77658b78c8e486533b4ad5cc4
train/Pessoa/1_jpg.rf.22f6125b23d5f2061c9cacc60b2d2e9f__obj003.png,Pessoa,train,train/images/1_jpg.rf.22f6125b23d5f2061c9cacc60b2d2e9f.jpg,1cfdbc6bf128f38df0adae8f6434d6d80e3e95a37cb05210993ef91e191a0836,c60c64260a6e5f4e5c3c535c4ed12f7ee8c52e2d36e0307befd58c465e451480,3,327,0,640,640,False,313,640,377090aa15db82f9a8c815e85b19295cb820ff4b6d2c8dbb128a9b978e3ad4f8,61f4f12ffba7162a21c6dca8c86fcf472c876c52db315992b9dc63976511e06e
train/Capacete/25_jpg.rf.6c779bf9956461a47fe1f7d095a1b7ee__obj001.png,Capacete,train,train/images/25_jpg.rf.6c779bf9956461a47fe1f7d095a1b7ee.jpg,ac36e737c2236ca887455c20b312e41bbfeca71eee0153a733fc1868bde25419,006345188f613734c0bcea5f5428f269cc04d64ac2eb9cd81c2301dda815ae6f,1,290,91,350,146,False,60,55,2cbdb67119df8041a93167412a4c18500d181ec2a22751d3463a851b8899398e,6c5aea410d5198f800bca0cf9aaa9f4f05d96e8562425f199b344edc446955d4
train/Capacete/25_jpg.rf.6c779bf9956461a47fe1f7d095a1b7ee__obj002.png,Capacete,train,train/images/25_jpg.rf.6c779bf9956461a47fe1f7d095a1b7ee.jpg,ac36e737c2236ca887455c20b312e41bbfeca71eee0153a733fc1868bde25419,006345188f613734c0bcea5f5428f269cc04d64ac2eb9cd81c2301dda815ae6f,2,375,92,442,156,False,67,64,295cd281528fb2c32d78d9f2fe2498837cbc8034d72b7f70c10b2e8e940d659f,8f897515bb91c02661d5000233d2ac22fb81756f8e3b220825818b014cc5e9c0
train/Pessoa/25_jpg.rf.6c779bf9956461a47fe1f7d095a1b7ee__obj003.png,Pessoa,train,train/images/25_jpg.rf.6c779bf9956461a47fe1f7d095a1b7ee.jpg,ac36e737c2236ca887455c20b312e41bbfeca71eee0153a733fc1868bde25419,006345188f613734c0bcea5f5428f269cc04d64ac2eb9cd81c2301dda815ae6f,3,190,79,400,542,False,210,463,cd1e61d4f2756870589e4cf49c81cb0287130244ce679ffc3cf406a951028ef5,0b99bef4ce80e6d7673c0fcfecd1d4eb5c9902c7a411fa4363ba481e20901fc7
